ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
5524,-1.0070638411156467,0.2996510572024952,-0.8252176496158384,-0.9298943792539407,2012-09-04,0.30703926349227456,1.005751352736711,2.176815868267471,2.210168887048978,2.190303155532501,2.14504444945955,1.2152801931781236,0.5098880888240347,1.4883528346296213,2.6976746570339754,-0.5507847897348009,0.7244521770683133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False
2174,-1.261968696752284,-0.2638077892175138,1.0325587676097676,0.9069340242106335,2014-03-08,-0.38366417634974903,-0.8795392807515153,-0.7588278647041107,-0.8103583010760406,-0.7463197422000891,-0.7604345439051116,-0.8389003657098396,-0.14016843876039214,-1.1564083221011656,-0.5940043821746521,-1.1661254027053516,-0.12739710200413928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False
4141,-0.32731755941794693,0.9434197493772978,-0.8252176496158384,-0.9298943792539407,2013-08-21,-0.7980862402549632,0.3742998424818404,1.0025583750788385,-0.13353646818136036,1.9548776911573147,-0.03406479556394619,0.06293500160682713,-0.790224966344819,1.4883528346296213,-0.2282622667070269,1.2952370491768512,-0.5533217415403656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False
6182,1.2870798596140898,-1.2048805683239525,1.0325587676097676,-0.9298943792539407,2014-02-10,-0.7980862402549632,-0.8795392807515153,-0.6487412247176764,-0.732048336939466,-0.5480667195683531,-0.687797569070995,-0.8639513481353026,-0.14016843876039214,-0.7785852997110532,-0.9597464976422775,-0.5507847897348009,0.29852753753208705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False
5324,1.0321750039774524,0.3070561887265838,1.0325587676097676,-0.9298943792539407,2014-01-19,1.550305455207917,-0.3900888278266873,0.7823850951059698,-0.18387858798344403,0.3440718822744591,0.1838461289384034,-0.613441523880673,1.8100011439928883,0.35488376745928407,0.13747984876059838,0.06455582323574982,-0.12739710200413928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,True,False,False,True,False,False,False,False
7446,-0.15738098899352201,0.5086668663501583,-0.8252176496158384,0.9069340242106335,2013-09-09,-1.143437960175975,0.6583019571419257,0.7456895484438251,-0.2957499653214077,-0.7958829978580231,0.7286234401942774,-0.6384925063061359,-0.14016843876039214,0.7327067898493965,0.5032219642282236,1.2952370491768512,0.29852753753208705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False
965,0.18249215185532786,0.1800701268489864,-0.8252176496158384,0.9069340242106335,2012-11-13,-0.5218048643181538,-0.2027682841147161,1.589687121673155,0.07342557989387243,0.44319839359032714,0.9828528521136852,-0.31282973477511733,1.1599446164084615,1.1105298122395089,0.13747984876059838,0.3722261297210252,0.29852753753208705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False,False,False,True,False,False,False,False,False
6177,1.3720481448263022,-0.8796280817691431,1.0325587676097676,-0.9298943792539407,2013-05-08,-0.5908752083023561,-0.6831548397631584,-0.42856794474480775,-0.5306798577311314,-0.7215381143711221,-0.7604345439051116,-0.4130336644769692,-0.14016843876039214,-0.02293925493082834,-0.9597464976422775,-0.5507847897348009,1.1503768166045396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,True,False,False,True,False,False,False,False
4855,0.43739700749196525,-1.0278740373771886,1.0325587676097676,-0.9298943792539407,2013-06-06,-1.0398324441996714,-0.8704753834751296,-0.7955234113662555,-0.7096740614718733,-0.7215381143711221,-0.687797569070995,-0.9391042954116915,-0.790224966344819,-0.4007622773209408,-0.9597464976422775,-1.1661254027053516,1.576301456140766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,True,False,False,False,False,True,False,False
5899,-1.6018418376011339,-2.2080609021485538,1.0325587676097676,0.9069340242106335,2014-03-13,0.6523909834132863,-0.8281771961853297,-0.7955234113662555,-0.8103583010760406,-0.7711013700290561,-0.7604345439051116,-0.6635434887315989,-0.790224966344819,-1.1564083221011656,-0.9597464976422775,-1.7814660156759023,3.280000014285671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,True,False,False,False,False,True,False,False
1994,1.2021115744018773,-0.023141014684633084,1.0325587676097676,-0.9298943792539407,2013-11-15,-1.3161138201364808,-0.8976670753042867,-0.6120456780555317,-0.8103583010760406,-0.7958829978580231,-0.7241160564880532,-0.9641552778371545,-0.790224966344819,-1.1564083221011656,-0.9597464976422775,-1.1661254027053516,0.7244521770683133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False
387,0.6073335779163902,-2.1195815241962173,-0.8252176496158384,-0.9298943792539407,2012-11-13,0.3415744354843757,-0.8946457762121581,-0.2083946647719391,-0.7823904567415496,-0.5232850917393861,-0.7604345439051116,-0.58839054145521,-0.790224966344819,-0.7785852997110532,-0.9597464976422775,-0.8584550962200763,1.1503768166045396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,False,False,False,False,True,False,False,False,False
2125,-0.8371272706912217,0.5335098882374235,-0.8252176496158384,-0.9298943792539407,2013-11-15,1.1358833913027029,-0.3266415468919874,1.442904935024576,1.8409933418336983,2.190303155532501,2.14504444945955,-0.23767678749872845,-0.790224966344819,-0.4007622773209408,0.5032219642282236,0.6798964362063006,-1.4051710206128183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False,False,False,True,False,False,False,False,False
8180,-1.431905267176709,0.35774550838502284,1.0325587676097676,0.9069340242106335,2013-11-15,0.13436340353176865,-0.20881088229897324,-0.722132318041966,-0.547460564331826,-0.7215381143711221,-0.6151605942368784,-0.6384925063061359,0.5098880888240347,0.7327067898493965,-0.5940043821746521,-0.24311448324952553,0.29852753753208705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,True,False,False,True,False,False,False,False,False
2569,1.5419847152507273,-1.6502872857373614,-0.8252176496158384,-0.9298943792539407,2012-10-10,-0.38366417634974903,-0.9037096734885438,-0.28178575809622863,-0.7488290435401606,-0.6471932308842211,-0.7604345439051116,-0.8639513481353026,-0.790224966344819,-1.1564083221011656,-0.9597464976422775,-0.8584550962200763,1.1503768166045396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False
2114,-1.9417149784499836,1.477879145248134,-0.8252176496158384,-0.9298943792539407,2012-11-24,-0.9016917562312667,2.12665331591641,0.01177861520092954,-0.2006592945841386,0.6662330440510302,1.6729041130377924,0.13808794888321604,-0.790224966344819,1.1105298122395089,1.2347061951634741,1.910577662147402,-0.9792463810765919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False
